Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Rating_Metacritic,Error,Rating_RottenTomatoes,Season,Episode,seriesID,totalSeasons
A Big Bold Beautiful Journey,2025,R,19 Sep 2025,109 min,"Drama, Fantasy, Romance",Kogonada,Seth Reiss,"Colin Farrell, Margot Robbie, Phoebe Waller-Bridge","Two strangers who meet at a mutual friend's wedding have the chance to relive important moments from their pasts, illuminating the path that led them to the present and gaining the opportunity to change their futures.",English,"Ireland, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMzMwZWJiYjEtM2RkMi00ZDhjLTk4ZmMtZDQ2NDY2YTJkOTE5XkEyXkFqcGc@._V1_SX300.jpg,43,6.2,"6,588",tt13650700,movie,N/A,"$6,570,340",N/A,N/A,True,6.2/10,43/100,,37%,,,,
Him,2016,N/A,06 Jun 2016,1 min,"Animation, Short","Lorna Kirk, Malcolm Sutherland",Lorna Kirk,N/A,A lonely and bewildered little boy seeks safety in a war zone.,English,Canada,3 wins,https://m.media-amazon.com/images/M/MV5BYzA0YWIxMWItNGM2ZS00ZmUxLTk4YTktZDFjYzFmYTVjY2ExXkEyXkFqcGdeQXVyNDYxNzI1MjQ@._V1_SX300.jpg,N/A,N/A,5,tt6350198,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Him,2025,R,19 Sep 2025,96 min,"Horror, Sport",Justin Tipping,"Zack Akers, Skip Bronkie, Justin Tipping","Marlon Wayans, Tyriq Withers, Julia Fox",A young athlete descends into a world of terror when he's invited to train with a legendary champion whose charisma curdles into something darker.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BZjE1OGY1OGItZWIxZi00ZDc0LTg0OTgtMzMwNTdiNzNhZDhhXkEyXkFqcGc@._V1_SX300.jpg,38,5.1,"13,156",tt20990442,movie,N/A,"$24,936,390",N/A,N/A,True,5.1/10,38/100,,30%,,,,
Him,2024,N/A,28 Feb 2024,N/A,Comedy,Rebecca Wahls,"Tess Higgins, Rebecca Wahls","Troy Baker, Kyle Prue, Sydney Battle","The final five contestants on a reality dating show face manipulative producers, the fear of being alone forever, and their suitor's deceitful nature. Sequestered in a remote villa, these former competitors must band together to a...",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNzQwZjQ2NjItMmE4ZC00NTc1LThhODktMmI4MTgwMDAyNjkyXkEyXkFqcGdeQXVyMTM2NDY3OTg1._V1_SX300.jpg,N/A,N/A,6,tt21292982,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Senior,2023,N/A,07 Mar 2025,99 min,"Drama, Sport",Rod Lurie,Robert Eisele,"Michael Chiklis, Mary Stuart Masterson, Rob Corddry","Follows a man who, 37 years ago, was kicked off his collegiate football team for an altercation. Now at 59, he still carries that burden. He decides to go back to school to get his degree and try out for the team to redeem his past.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjA3YTc2ZDEtYzRkZC00ODNmLWE4ZGYtN2ZkY2NiZTZkMGRkXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,18,tt15431864,movie,N/A,N/A,N/A,N/A,True,,,,79%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The Long Walk,2025,R,12 Sep 2025,108 min,"Horror, Sci-Fi, Thriller",Francis Lawrence,"JT Mollner, Stephen King","Cooper Hoffman, David Jonsson, Garrett Wareing","A group of teenage boys compete in an annual contest known as ""The Long Walk,"" in which they must maintain a certain walking speed or get shot.",English,"United States, Canada",1 win total,https://m.media-amazon.com/images/M/MV5BNmE4YmIxNWQtMzJhMy00NDI5LWFmYjEtMGYyMmFhNzdjODVmXkEyXkFqcGc@._V1_SX300.jpg,71,6.8,"68,902",tt10374610,movie,N/A,"$35,163,573",N/A,N/A,True,6.8/10,71/100,,88%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
The History of Sound,2025,N/A,N/A,N/A,Romance,Oliver Hermanus,Ben Shattuck,"Paul Mescal, Josh O'Connor, Raphael Sbarge","Two young men during World War I set out to record the lives, voices and music of their American countrymen.",English,United States,N/A,N/A,N/A,N/A,N/A,tt15799524,movie,N/A,N/A,N/A,N/A,True,,,,67%,,,,
The Conjuring: Last Rites,2025,R,05 Sep 2025,135 min,"Horror, Mystery, Thriller",Michael Chaves,"Ian Goldberg, Richard Naing, David Leslie Johnson-McGoldrick","Patrick Wilson, Vera Farmiga, Mia Tomlinson",Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,English,"United States, United Kingdom, Canada",N/A,https://m.media-amazon.com/images/M/MV5BM2VmMzRkYzgtMzg2ZC00OTFkLTkwMTYtNTMxNjM2YzI1MjgyXkEyXkFqcGc@._V1_SX300.jpg,54,6.3,"69,887",tt22898462,movie,N/A,"$177,736,896",N/A,N/A,True,6.3/10,54/100,,,,,,
Twinless,2025,R,05 Sep 2025,100 min,"Comedy, Drama",James Sweeney,James Sweeney,"Dylan O'Brien, Lauren Graham, Arkira Chantaratananond","A young man grieving the loss of his twin brother joins a support group for ""twinless twins.""",English,United States,8 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZTAyZWE5ZTEtMjkwZC00ZGU4LTk0OTktYWY4MjhhMDg0ZmVlXkEyXkFqcGc@._V1_SX300.jpg,80,7.8,"2,808",tt31322753,movie,N/A,"$1,240,263",N/A,N/A,True,7.8/10,80/100,,97%,,,,
The Threesome,2025,R,05 Sep 2025,112 min,"Comedy, Drama, Romance",Chad Hartigan,Ethan Ogilby,"Zoey Deutch, Jonah Hauer-King, Ruby Cruz","When a young man's crush leads him into an unexpected threesome, he thinks it's his ultimate fantasy come true. But when the fantasy ends, all three are left with sobering consequences, forcing them to be responsible for their act...",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BZDJhY2RkYjItN2M0Yi00NWNlLWI5OTgtYzc3YjNlZTc3NDI2XkEyXkFqcGc@._V1_SX300.jpg,70,6.2,"1,563",tt21187592,movie,N/A,"$703,913",N/A,N/A,True,6.2/10,70/100,,78%,,,,
Caught Stealing,2025,R,29 Aug 2025,107 min,"Comedy, Crime, Thriller",Darren Aronofsky,Charlie Huston,"Austin Butler, Regina King, Zoë Kravitz","Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of 1990s New York City, forced to navigate a treacherous underworld he never imag...","English, Spanish, Yiddish",United States,N/A,https://m.media-amazon.com/images/M/MV5BYTk0YTIyYmMtMTJjOC00NmNiLTkxMTktYTU0ZDFhNjJlMTJiXkEyXkFqcGc@._V1_SX300.jpg,65,7.0,"44,011",tt1493274,movie,N/A,"$19,005,242",N/A,N/A,True,7.0/10,65/100,,84%,,,,
The Roses,2025,R,29 Aug 2025,105 min,Comedy,Jay Roach,"Warren Adler, Tony McNamara","Olivia Colman, Benedict Cumberbatch, Kate McKinnon",A tinderbox of competition and resentments underneath the façade of a picture-perfect couple is ignited when the husband's professional dreams come crashing down.,English,"United Kingdom, Australia, United States",N/A,https://m.media-amazon.com/images/M/MV5BYzliNTEyYjEtNGE3Mi00ZDIzLTg1NzYtZDBhNTQ5ZDVkMmM3XkEyXkFqcGc@._V1_SX300.jpg,58,7.0,"16,922",tt31973693,movie,N/A,"$15,298,844",N/A,N/A,True,7.0/10,58/100,,65%,,,,
The Toxic Avenger,2023,R,29 Aug 2025,102 min,"Action, Comedy, Horror",Macon Blair,"Macon Blair, Lloyd Kaufman, Joe Ritter","Peter Dinklage, Jacob Tremblay, Taylour Paige",A horrible toxic accident transforms downtrodden janitor Winston Gooze into a new evolution of hero: the Toxic Avenger.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BOWFkNmFhMGMtNjY1OC00NjFhLTg2MmUtNTFmMDdmZTIzMWVlXkEyXkFqcGc@._V1_SX300.jpg,65,6.1,"7,380",tt1633359,movie,N/A,"$2,866,783",N/A,N/A,True,6.1/10,65/100,,86%,,,,
Lurker,2025,R,22 Aug 2025,100 min,"Crime, Drama, Music",Alex Russell,Alex Russell,"Théodore Pellerin, Archie Madekwe, Sunny Suljic","A retail employee infiltrates the inner circle of an artist on the verge of stardom. As he gets closer to the budding music star, access and proximity become a matter of life and death.",English,"United States, Italy",4 nominations total,https://m.media-amazon.com/images/M/MV5BYTlmZjU0ZTEtMjBlYy00N2M5LTkwY2QtMTY5ZWU2MzU1MTQwXkEyXkFqcGc@._V1_SX300.jpg,78,6.8,"2,565",tt13651462,movie,N/A,"$633,965",N/A,N/A,True,6.8/10,78/100,,94%,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Lurker,2009,N/A,N/A,120 min,Sci-Fi,Alex Pucci,Alex Pucci (creator),"Troy Andersen, Emery Ball, Andrew Cordio, Kachina Dechert",A teenager unwittingly lets the genie out of the bottle when he uses a bootleg copy that unleashes the vicious Lurker from his video-game prison. Then the games really begin.,English,USA,N/A,N/A,N/A,5.7,10,tt1624395,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Eden,2002,N/A,03 Aug 2002,13 min,"Adventure, Fantasy, Short",Krystof Zlatnik,Krystof Zlatnik,"Julischka Eichel, Michael Holz, Marcel Doukas","The last People on Earth are living in a deep wood, and it is forbidden to cross its boarders. Only young girl Rei tries to get past the boarders, to find out what lies beneath the woods...",German,Germany,N/A,N/A,N/A,6.0,9,tt0435637,movie,N/A,N/A,N/A,N/A,True,6.0/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Splitsville,2025,R,05 Sep 2025,104 min,Comedy,Michael Angelo Covino,"Michael Angelo Covino, Kyle Marvin","Dakota Johnson, Adria Arjona, Kyle Marvin","When Ashley asks for a divorce, the good-natured Carey runs to his friends, Julie and Paul, for support. Their secret to happiness is an open marriage; that is, until Carey crosses the line and throws all of their relationships in...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODA3YTA1YzEtMDhjNy00ODFjLTlmYTItMjYzZWNhYzFmZjE2XkEyXkFqcGc@._V1_SX300.jpg,74,6.5,"8,819",tt33247023,movie,N/A,"$1,900,750",N/A,N/A,True,6.5/10,74/100,,85%,,,,
Eden,1996,R,27 Mar 1998,106 min,Drama,Howard Goldberg,Howard Goldberg,"Joanna Going, Dylan Walsh, Sean Patrick Flanery",Story of a New England boys' school and of one of the students who is infatuated with an instructor's wife who has Multiple Sclerosis. The woman struggles to show her strict husband how love rather than demands helps the student t...,English,"United States, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BMTI5MzY0ODM4M15BMl5BanBnXkFtZTcwOTY5NTcxMQ@@._V1_SX300.jpg,N/A,5.7,363,tt0119049,movie,N/A,"$4,210",N/A,N/A,True,5.7/10,,,50%,,,,
Eden,2013,R,18 Sep 2015,90 min,"Drama, Thriller",Shyam P. Madiraju,"Mark Mavrothalasitis, Nate Parker","Nate Parker, Grant Alan Ouzts, James Remar",When a US soccer team gets stranded on a deserted island after a plane crash they must face difficult choices to survive. Modern day Lord of the Flies.,English,"Spain, United States, Malaysia",N/A,https://m.media-amazon.com/images/M/MV5BMTk1NTE5MTA5M15BMl5BanBnXkFtZTgwODY0NTc2NjE@._V1_SX300.jpg,N/A,4.7,"3,291",tt3032282,movie,N/A,N/A,N/A,N/A,True,4.7/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Eden,2002,N/A,28 Feb 2003,85 min,"Animation, Comedy",Andrzej Czeczot,Andrzej Czeczot,"Urszula Dudziak, Eugene Lazarotti","A funny, curious simpleton, black and white in a color film, runs, flies, swims, drives through space and time",Polish,Poland,2 wins,https://m.media-amazon.com/images/M/MV5BOGM4M2QyYTQtNDc4Ny00Mjk5LTkxZmMtNjhiMTM5YTcwOTEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,N/A,5.7,31,tt0352312,movie,N/A,N/A,N/A,N/A,True,5.7/10,,,,,,,
Eden,2018,N/A,10 Nov 2018,14 min,"Short, Action, Adventure",Kristian Bakstad,Kristian Bakstad,"Brandi Alexander, Mackenzie Gray, Christoff Lundgren","A scavenger discovers a valuable artifact deep within an abandoned facility on a desolate planet. Hoping for a big payout, he ventures inside, only to find something much more sinister.",English,Canada,20 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjc0NjlmNmYtNzE0Mi00MzdhLWI3NjEtNmRlMjIwODM1NmQ1XkEyXkFqcGc@._V1_SX300.jpg,N/A,4.2,44,tt8497638,movie,N/A,N/A,N/A,N/A,True,4.2/10,,,,,,,
Eden,2012,R,19 Jul 2013,98 min,"Crime, Drama, Thriller",Megan Griffiths,"Richard B. Phillips, Megan Griffiths, Chong Kim","Jamie Chung, Beau Bridges, Matt O'Leary","A young Korean-American girl, abducted and forced into prostitution by domestic human traffickers, cooperates with her captors in a desperate ploy to survive.","English, Chinese, Spanish",United States,9 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNzAxNTg3NTUzN15BMl5BanBnXkFtZTcwMTMwMDcwOQ@@._V1_SX300.jpg,63,6.6,"9,673",tt1734433,movie,N/A,N/A,N/A,N/A,True,6.6/10,63/100,,85%,,,,
Eden,2008,Unrated,30 May 2008,83 min,Drama,Declan Recks,Eugene O'Brien,"Aidan Kelly, Eileen Walsh, Pádraic Delaney",A married couple's relationship begins to fall apart as their 10th wedding anniversary approaches.,English,Ireland,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTc0ODk2NjQ0MV5BMl5BanBnXkFtZTcwNDI1NzgxMw@@._V1_SX300.jpg,63,5.9,231,tt1020950,movie,N/A,"$15,611",N/A,N/A,True,5.9/10,63/100,,72%,,,,
Eden,2019,N/A,27 Oct 2019,6 min,"Short, Horror",Bobby Coston,Bobby Coston,"Bobby Coston, Benjamin Abiola, Charles Brakes III","As three friends head home after a late-night, they find themselves being stalked by a man's greatest weakness.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2ZhZGRkMzctNDY4YS00NzY3LTkyNjEtNTA1MDA5NDIyNWJlXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,52,tt11252938,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,,Incorrect IMDb ID.,,,,,
Eden,2001,N/A,29 Aug 2001,91 min,"Drama, Romance, War",Amos Gitai,"Amos Gitai, Arthur Miller, Marie-Jose Sanselme","Samantha Morton, Thomas Jane, Luke Holland","Is the story of Samantha and Dov Ernst, American Zionists who emigrated to Palestine. Kalkofsky, a German Jew and bookseller, left behind his family in Europe. He accommodates Silvia, a young revolutionary against British rule.",English,"Italy, Israel, France",1 nomination,https://m.media-amazon.com/images/M/MV5BMTAyNDY4MTgxODJeQTJeQWpwZ15BbWU3MDYxNTMzMzE@._V1_SX300.jpg,N/A,4.7,298,tt0271017,movie,N/A,N/A,N/A,N/A,True,4.7/10,,,,,,,
Eden,2024,R,22 Aug 2025,129 min,"History, Thriller",Ron Howard,"Noah Pink, Ron Howard","Jude Law, Ana de Armas, Vanessa Kirby","Based on a factual account of a group of outsiders who settle on a remote island only to discover their greatest threat isn't the brutal climate or deadly wildlife, but each other.","English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMmU3YjQ1YzAtMGU4OS00MWJkLTg2NGMtM2NmMmQ3NTM3NjNjXkEyXkFqcGc@._V1_SX300.jpg,58,6.4,"18,223",tt23149780,movie,N/A,"$1,573,396",N/A,N/A,True,6.4/10,58/100,,,,,,
Eden,2016,N/A,N/A,71 min,Drama,Robbie Walsh,Robbie Walsh,"Johnny Elliott, Sarah Carroll, Kellie Blaise",EDEN deals with what could possible be a future for most people caught up in the current economic climate in Ireland and how we have taken a bite of the financial apple and borrowed beyond our means. We follow Adam who has been le...,English,Ireland,N/A,https://m.media-amazon.com/images/M/MV5BOWVlNzIxMTEtMGMwZC00ZjA2LWFkNmItZmZmZDk4YTFjMjkxXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,32,tt2132321,movie,N/A,N/A,N/A,N/A,True,5.8/10,,,85%,,,,
Hell House LLC: Lineage,2025,N/A,N/A,N/A,Horror,N/A,N/A,N/A,N/A,English,N/A,N/A,N/A,N/A,N/A,N/A,tt32916228,movie,N/A,N/A,N/A,N/A,True,,,,28%,,,,
Witchboard,2024,R,15 Aug 2025,112 min,"Drama, Horror, Mystery",Chuck Russell,"Greg McKay, Chuck Russell, Kevin Tenney","Madison Iseman, Aaron Dominguez, Mel Jarnson","A cursed Witchboard awakens dark forces, dragging a young couple into a deadly game of possession and deception",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTliNzk4ZWItYTkzZS00MGQzLWIzOGYtNjU5OTRkYjZkMzE1XkEyXkFqcGc@._V1_SX300.jpg,56,5.6,531,tt2256055,movie,N/A,"$269,300",N/A,N/A,True,5.6/10,56/100,,60%,,,,
East of Wall,2025,R,24 Jan 2025,97 min,Drama,Kate Beecroft,Kate Beecroft,"Porshia Zimiga, Tabatha Zimiga, Scoot McNairy","After the death of her husband, Tabatha- a young, tattooed, rebellious horse trainer- wrestles with financial insecurity and unresolved grief while providing refuge for a group of wayward teenagers on her broken-down ranch in the ...",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZGFiNDgxYmUtYjUxNy00ZmU3LWFhM2QtYzMzMGY3ZTQ0YzU1XkEyXkFqcGc@._V1_SX300.jpg,78,6.2,224,tt21349688,movie,N/A,N/A,N/A,N/A,True,6.2/10,78/100,,95%,,,,
Nobody 2,2025,R,15 Aug 2025,89 min,"Action, Comedy, Crime",Timo Tjahjanto,"Derek Kolstad, Aaron Rabin","Bob Odenkirk, Connie Nielsen, Christopher Lloyd","Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BOWViZjhjYjQtZDI1MC00MWMyLTlhZTktNmIzY2Y0ZWVkMWFhXkEyXkFqcGc@._V1_SX300.jpg,59,6.3,"55,278",tt28996126,movie,N/A,"$21,604,985",N/A,N/A,True,6.3/10,59/100,,77%,,,,
Witchboard,1986,R,13 Mar 1987,98 min,"Horror, Mystery, Thriller",Kevin Tenney,Kevin Tenney,"Todd Allen, Tawny Kitaen, Stephen Nichols","When his girlfriend becomes dangerously obsessed with a ghost she contacted using a Ouija board, Jim reluctantly joins forces with her ex-his own estranged childhood best friend-to identify and exorcise the evil spirit.",English,"United Kingdom, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BNGQ4YjNmODgtNTJkNS00ZjVlLWI0M2QtNGQyNzIwNmFkNzY3XkEyXkFqcGc@._V1_SX300.jpg,45,5.7,"8,806",tt0090327,movie,N/A,"$7,369,373",N/A,N/A,True,5.7/10,45/100,,53%,,,,
Strange Harvest,1953,N/A,N/A,35 min,"Short, Thriller",Stephen Black,Stephen Black,"Edgar Gray, Eve Shirley, Richard Antony","A sailor on leave gives a lift to two men who steal his money and car, leaving him for dead in a cornfield, which they don't know is to be cut the following morning. As the combine harvester begins its work the two men unwillingly...",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNjRjNzYwN2YtZjMzNi00ODg2LTg0NGYtNjdlODQ2MzAxYTM3XkEyXkFqcGdeQXVyODc4NzU4ODU@._V1_SX300.jpg,N/A,4.3,35,tt8758742,movie,N/A,N/A,N/A,N/A,True,4.3/10,,,,,,,
Strange Harvest,2024,R,08 Aug 2025,94 min,"Documentary, Horror",Stuart Ortiz,Stuart Ortiz,"Peter Zizzo, Terri Apple, Andy Lauer","Detectives are thrust into a chilling hunt for ""Mr. Shiny""-a sadistic serial killer from the past whose return marks the beginning of a new wave of grotesque, otherworldly crimes tied to a dark cosmic force.",English,United States,3 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZTM2ZjVmMjAtZWVlMC00NzdjLTg4NWEtYTE5ODU3NmM0NGFjXkEyXkFqcGc@._V1_SX300.jpg,67,6.4,"1,509",tt33400719,movie,N/A,"$391,173",N/A,N/A,True,6.4/10,67/100,,92%,,,,
Weapons,2025,R,08 Aug 2025,128 min,"Horror, Mystery",Zach Cregger,Zach Cregger,"Julia Garner, Josh Brolin, Alden Ehrenreich","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BNTBhNWJjZWItYzY3NS00M2NkLThmOWYtYTlmNzBmN2UxZWFjXkEyXkFqcGc@._V1_SX300.jpg,81,7.5,"214,269",tt26581740,movie,N/A,"$151,523,003",N/A,N/A,True,7.5/10,81/100,,93%,,,,
Weapons,2007,Not Rated,19 Jan 2007,83 min,"Crime, Drama",Adam Bhala Lough,Adam Bhala Lough,"Nick Cannon, Paul Dano, Mark Webber","Weapons presents a series of brutal, seemingly random youth-related killings over the course of a weekend in a typical small town in America,and tragically reveals how they are all interrelated.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk1NDIzNDA1MF5BMl5BanBnXkFtZTcwOTkyMjMzMg@@._V1_SX300.jpg,N/A,4.8,654,tt0497470,movie,N/A,N/A,N/A,N/A,True,4.8/10,,,0%,,,,
Sketch,2019,N/A,25 Sep 2019,5 min,"Short, Horror",Jared Leaf,"Vijay Rajan, Havish Ravipati","Havish Ravipati, Deanna Shinsky",N/A,English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BY2M1MzllNmYtOTUyNy00NTMxLTg1OGYtMTZiNzRjMTEwY2YzXkEyXkFqcGdeQXVyMzIzODE2Mzk@._V1_SX300.jpg,N/A,N/A,N/A,tt11023598,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Sketch,2024,PG,06 Aug 2025,93 min,"Adventure, Comedy, Family",Seth Worley,Seth Worley,"Tony Hale, D'Arcy Carden, Bianca Belle","When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",English,United States,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTk4OTkzNGEtYWU1Yy00ZGM5LWE0ZDMtYzY3NjU1NjIwOGY2XkEyXkFqcGc@._V1_SX300.jpg,78,7.2,"3,922",tt26238710,movie,N/A,"$8,129,808",N/A,N/A,True,7.2/10,78/100,,95%,,,,
Sketch,2019,N/A,18 Aug 2019,16 min,"Short, Horror",Adam Chandonnet,Adam Chandonnet,"Aurora Grabill, Liza Grillo",An artist goes mad trying to create the perfect drawing of a model.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmFhMjE2OTctZDQ2MC00MWZkLWI2YTYtYTAyODlkMmJkZThkXkEyXkFqcGdeQXVyMTEwOTM3MzY0._V1_SX300.jpg,N/A,N/A,N/A,tt10825482,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Sketch,2017,N/A,N/A,13 min,"Short, Drama, Mystery",Mariama Diallo,Mariama Diallo,"Denny Dale Bess, Carolina Ravassa, Cecil Blutcher",A police sketch artist who believes he has stumbled upon the suspect from one of his drawings becomes convinced he knows how to do the right thing.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZjZjMWU1MzAtZTliNy00MjgzLTgzNjctNGEyZTllYjg1ZWNkXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,10,tt5955286,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
