Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Rating_InternetMovieDatabase,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
True,,The House of Mirth,1981,N/A,02 Nov 1981,90 min,Drama,Adrian Hall,"Richard Cumming, Adrian Hall, Edith Wharton","William Atherton, Geraldine Chaplin, Barbara Blossom",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2JjZGI2NjEtNjBhZC00ZjQyLTg1YjMtMmI3NmNiZTFlNGE5L2ltYWdlXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,N/A,7.5,30,tt0189588,movie,N/A,N/A,N/A,N/A,7.5/10,,,,,,
True,,Dracula 2000,2000,R,22 Dec 2000,99 min,"Action, Fantasy, Horror",Patrick Lussier,"Joel Soisson, Patrick Lussier","Gerard Butler, Justine Waddell, Jonny Lee Miller",Dracula slakes his blood thirst and renews his search for love in New Orleans.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BYmY1YjVjNDctZDc3NC00YmM0LWE2ZGItZjE1ODk0ZWNiY2E5XkEyXkFqcGc@._V1_SX300.jpg,26,4.9,"38,016",tt0219653,movie,20 Mar 2001,"$33,022,767",Miramax,N/A,4.9/10,,26/100,,,,
True,,The Family Man,1979,N/A,19 Dec 1979,100 min,"Drama, Romance",Glenn Jordan,"Thomas Gallagher, William Hanley","Edward Asner, Meredith Baxter, Paul Clemens","A happily married family man, owner of a parking garage in Manhattan, drifts into a romance with one of his customers.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNDUxN2ZmOTAtMTg4OS00NGJlLWE1MzgtZjc4ZDM0ZWE0NDNjXkEyXkFqcGdeQXVyNjE5NjI4NzI@._V1_SX300.jpg,N/A,6.5,48,tt0079133,movie,N/A,N/A,N/A,N/A,6.5/10,,,,,,
True,,Before Night Falls,2012,N/A,N/A,6 min,"Short, Drama, Family",Ping-Wen Wang,"Ping-Wen Wang (story), Ping-Wen Wang","Pamela Passmore, Christine Uhebe",Nan looks at her corpse lying on the hospital bed. What could she do in the last moment of her life? How could she face her death?,English,USA,N/A,N/A,N/A,N/A,N/A,tt2596994,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,The House of Mirth,2000,PG,13 Oct 2000,135 min,"Romance, Drama",Terence Davies,"Edith Wharton, Terence Davies","Gillian Anderson, Dan Aykroyd, Eleanor Bron",A woman risks losing her chance of happiness with the only man she has ever loved.,"English, French, German","United Kingdom, France, Germany, United States",Nominated for 2 BAFTA 6 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BODZhNzQyMDUtOTg0ZC00NWRhLWI1M2YtZTIyODVlNTUyMjhiXkEyXkFqcGc@._V1_SX300.jpg,78,7.0,"8,187",tt0200720,movie,N/A,"$3,043,284",N/A,N/A,7.0/10,82%,78/100,,,,
True,,Before Night Falls,2000,R,23 Feb 2001,133 min,"Biography, Drama, Romance",Julian Schnabel,"Cunningham O'Keefe, Lázaro Gómez Carriles, Julian Schnabel","Olatz López Garmendia, Giovani Florido, Loló Navarro","The life of Cuban poet and novelist, Reinaldo Arenas.","English, Spanish, Russian, French","Mexico, United States",Nominated for 1 Oscar. 15 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTI2ODRiYjEtY2JkMC00ZDM0LWIzYzQtNzllNzEzYjkwZTM5XkEyXkFqcGc@._V1_SX300.jpg,85,7.1,"27,005",tt0247196,movie,N/A,"$4,242,892",N/A,N/A,7.1/10,74%,85/100,,,,
True,,Finding Forrester,2000,PG-13,12 Jan 2001,136 min,"Drama, Sport",Gus Van Sant,Mike Rich,"Sean Connery, Rob Brown, F. Murray Abraham","Forrester, the author of a famous book, decides to help Jamal, a 16-year-old student, discover his writing prowess by mentoring him and enrolling him into a prestigious private school.","English, German","United States, Canada",5 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTk5MjQ4MjcyOF5BMl5BanBnXkFtZTYwNTMzODg2._V1_SX300.jpg,62,7.3,"92,287",tt0181536,movie,N/A,"$51,804,714",N/A,N/A,7.3/10,74%,62/100,,,,
True,,Pollock,2000,R,23 Mar 2001,122 min,"Biography, Drama",Ed Harris,"Steven Naifeh, Gregory White Smith, Barbara Turner","Ed Harris, Marcia Gay Harden, Robert Knott","A film about the life and career of the American painter, Jackson Pollock.",English,United States,Won 1 Oscar. 3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZTYzOGRiNTItNWNjYi00MjQ4LTgzMWEtMGMwYWM3YjA3YTRjXkEyXkFqcGc@._V1_SX300.jpg,77,7.0,"30,008",tt0183659,movie,N/A,"$8,598,593",N/A,N/A,7.0/10,79%,77/100,,,,
True,,Chocolat,2000,PG-13,19 Jan 2001,121 min,"Drama, Romance",Lasse Hallström,"Joanne Harris, Robert Nelson Jacobs","Juliette Binoche, Johnny Depp, Judi Dench","Single mother Vianne Rocher and her young daughter arrive in a rural French town in the winter of 1959, and open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.","English, French","United Kingdom, United States",Nominated for 5 Oscars. 7 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BNGIwYzczYWItZmI5Yi00M2JiLTg4M2EtNzFhNjUzZTRjNmRhXkEyXkFqcGc@._V1_SX300.jpg,64,7.2,"207,570",tt0241303,movie,N/A,"$71,509,363",N/A,N/A,7.2/10,63%,64/100,,,,
True,,Boys Life 3,2000,N/A,16 Nov 2000,79 min,"Drama, Romance","Gregory Cooke, David Fourier, Jason Gould","David Fourier, Jason Gould, Bradley Rust Gray","Cléo Delacruz, Aurélien Bianco, Jean-Marc Delacruz","Jason Gould satirizes coming out in Hollywood in ""Inside Out"", starring Alexis Arquette and her father Elliott Gould. Lane Janger's ""Just One Time"" was a festival favorite later expanded into a feature film that turns the tables o...","English, French","France, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTQ1NTYzMjE0MV5BMl5BanBnXkFtZTcwNDU4NzAwMQ@@._V1_SX300.jpg,44,6.2,334,tt0265101,movie,N/A,"$208,538",N/A,N/A,6.2/10,57%,44/100,,,,
True,,Snatch,2000,R,19 Jan 2001,102 min,"Comedy, Crime",Guy Ritchie,Guy Ritchie,"Jason Statham, Brad Pitt, Stephen Graham","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","English, Russian","United Kingdom, United States",4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_SX300.jpg,55,8.2,"959,032",tt0208092,movie,N/A,"$30,328,156",N/A,N/A,8.2/10,74%,55/100,,,,
True,,Proof of Life,2000,R,08 Dec 2000,135 min,"Action, Drama, Thriller",Taylor Hackford,"Tony Gilroy, William Prochnau, Thomas Hargrove","Meg Ryan, Russell Crowe, David Morse","Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.","English, Spanish, Russian, Italian, French",United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_SX300.jpg,45,6.3,"60,394",tt0228750,movie,N/A,"$32,598,931",N/A,N/A,6.3/10,38%,45/100,,,,
True,,Vertical Limit,2000,PG-13,08 Dec 2000,124 min,"Action, Adventure, Drama",Martin Campbell,"Robert King, Terry Hayes","Scott Glenn, Chris O'Donnell, Bill Paxton","A climber must rescue his sister on the peak of K2, the second highest mountain in the world .","English, Urdu","Germany, United States",Nominated for 1 BAFTA Award2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTIzODIxNjY4NF5BMl5BanBnXkFtZTYwMjE2NDg2._V1_SX300.jpg,48,6.0,"67,868",tt0190865,movie,N/A,"$69,243,859",N/A,N/A,6.0/10,49%,48/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The 6th Day,2000,PG-13,17 Nov 2000,123 min,"Action, Mystery, Sci-Fi",Roger Spottiswoode,"Cormac Wibberley, Marianne Wibberley","Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn",A man meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,English,United States,8 nominations total,https://m.media-amazon.com/images/M/MV5BZTA1MzE5MDMtNDcxOC00NTE5LWFkY2EtNWMyYTI1NDQyODIzXkEyXkFqcGc@._V1_SX300.jpg,49,5.9,"132,219",tt0216216,movie,N/A,"$34,604,280",N/A,N/A,5.9/10,40%,49/100,,,,
True,,Bounce,2022,N/A,17 Mar 2024,11 min,Short,Elizabeth Hicks,Elizabeth Hicks,"Kennedy Toms, Noah Perchard, Allison Moira Kelly","Darcy is a fifteen-year-old mix of energy, perfectionism, and insecurity. When an ultra-cute boy from her cadet corps insists that she attend that night's Trampoline Social, Darcy raids her sister's drawers and sets off for a dram...",English,Canada,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNWZiNmU4MWMtYmQ2Zi00ZGZhLWE2NWEtODk2MzcxMDBjNjdjXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt22753022,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Bounce,2024,N/A,05 Jul 2024,9 min,"Short, Comedy",Zion McLean,"Leo Hardwick, Zion McLean","Mitchel Buckland, Timothy Coetzee, Marris Collins",Two podcasters uncover a cheating scandal in a handball match which shocks the town of Gripton and disturbs the status quo of the local handball scene.,English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BZTMxMmI1MjktNGY1Yy00MWE2LTg4ODctNzhjZTY3NGNjMDVjXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt32777289,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Bounce,2000,PG-13,17 Nov 2000,106 min,"Drama, Romance",Don Roos,Don Roos,"Ben Affleck, Gwyneth Paltrow, Edward Edwards",A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYTMxNTQyY2EtZTNkZi00OWFkLTk5ODctMmYxMmEyYzhlYzM5XkEyXkFqcGc@._V1_SX300.jpg,52,5.8,"22,267",tt0186894,movie,N/A,"$36,805,288",N/A,N/A,5.8/10,52%,52/100,,,,
True,,Bounce,2019,N/A,03 Apr 2019,N/A,"Short, Comedy",Doron Max Hagay,Wes Haney,"Annie Donley, Joey Dundale, Katy Fullan",A man's perfect day is threatened by an unexpected encounter.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNWI2M2Q3ZTQtNWYxOC00OGVmLWIxMTctZjUwZGVjMmY5MWE4XkEyXkFqcGdeQXVyMTAxOTk3MDkw._V1_SX300.jpg,N/A,N/A,N/A,tt10225858,movie,N/A,N/A,N/A,N/A,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Error getting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Little Nicky,2000,PG-13,10 Nov 2000,90 min,"Comedy, Fantasy",Steven Brill,"Tim Herlihy, Adam Sandler, Steven Brill","Adam Sandler, Patricia Arquette, Harvey Keitel","After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",English,United States,1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ4MTk3Mzk5NV5BMl5BanBnXkFtZTYwMTQ3NzI3._V1_SX300.jpg,38,5.3,"117,416",tt0185431,movie,N/A,"$39,464,775",N/A,N/A,5.3/10,21%,38/100,,,,
True,,Red Planet,2000,PG-13,10 Nov 2000,106 min,"Action, Sci-Fi, Thriller",Antony Hoffman,"Chuck Pfarrer, Jonathan Lemkin","Val Kilmer, Carrie-Anne Moss, Tom Sizemore","Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",English,"United States, Australia",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTY2MzE0MjAwOF5BMl5BanBnXkFtZTYwNDM4Mzg2._V1_SX300.jpg,34,5.7,"61,121",tt0199753,movie,N/A,"$17,480,890",N/A,N/A,5.7/10,14%,34/100,,,,
True,,You Can Count on Me,2000,R,22 Dec 2000,111 min,Drama,Kenneth Lonergan,Kenneth Lonergan,"Laura Linney, Matthew Broderick, Amy Ryan","A single mother's life is thrown into turmoil after her struggling, rarely seen younger brother returns to town.",English,United States,Nominated for 2 Oscars. 30 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BYzQ3Zjg4Y2YtOGQzMi00MTFjLTlkZjQtMDBmYWYwMjk3M2U0XkEyXkFqcGc@._V1_SX300.jpg,85,7.5,"32,442",tt0203230,movie,N/A,"$9,416,804",N/A,N/A,7.5/10,95%,85/100,,,,
True,,Men of Honor,2000,R,10 Nov 2000,129 min,"Biography, Drama",George Tillman Jr.,Scott Marshall Smith,"Cuba Gooding Jr., Robert De Niro, Charlize Theron","Carl Brashear is an ambitious sharecropper who joins the U.S. Navy to become the world's first black master diver. But as he works through diving training, the racist Master Chief sets out to make Carl's journey as difficult as po...",English,United States,11 nominations total,https://m.media-amazon.com/images/M/MV5BMDY2YzVjZDgtOTMxZi00ZDIzLWI0YjYtZDUxMTNhZWUyMTJjXkEyXkFqcGc@._V1_SX300.jpg,56,7.2,"130,056",tt0203019,movie,N/A,"$48,818,921",N/A,N/A,7.2/10,42%,56/100,,,,
True,,Charlie's Angels,2000,PG-13,03 Nov 2000,98 min,"Action, Adventure, Comedy",McG,"Ryan Rowe, Ed Solomon, John August","Cameron Diaz, Drew Barrymore, Lucy Liu","Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems.","English, German","Germany, United States",15 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BYTkyYjRiZGMtYzA0Mi00N2IyLThhZDAtYWU1OWNhNjIxNzY5XkEyXkFqcGc@._V1_SX300.jpg,52,5.6,"203,338",tt0160127,movie,N/A,"$125,305,545",N/A,N/A,5.6/10,68%,52/100,,,,
True,,Charlie's Angels,2019,PG-13,15 Nov 2019,118 min,"Action, Adventure, Comedy",Elizabeth Banks,"Elizabeth Banks, Evan Spiliotopoulos, David Auburn","Kristen Stewart, Naomi Scott, Ella Balinska","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","English, French, Portuguese, German, Turkish","United States, China, Germany",1 win & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMjIyYTRhNDItNzc2MS00MjkxLWFhOTItMzg1MTZkNDk5Nzc0XkEyXkFqcGc@._V1_SX300.jpg,52,5.0,"84,057",tt5033998,movie,N/A,"$17,803,077",N/A,N/A,5.0/10,52%,52/100,,,,
True,,Charlie's Angels,1976,N/A,21 Mar 1976,74 min,"Crime, Drama",John Llewellyn Moxey,"Ivan Goff, Ben Roberts","Kate Jackson, Farrah Fawcett, Jaclyn Smith",The Angels head for wine country to discover what happened to a missing man before he's declared legally dead and the estate goes up for grabs.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjE4Y2YwMjQtN2FiMi00MzY5LTg2NDktMTBkZGMxNDYzZTY4XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"1,000",tt0074301,movie,N/A,N/A,N/A,N/A,7.0/10,,,,,,
True,,Lucky Numbers,2000,R,27 Oct 2000,105 min,"Comedy, Crime",Nora Ephron,Adam Resnick,"John Travolta, Lisa Kudrow, Tim Roth",A television weatherman scams a local lottery.,English,"France, United States",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BZjcwNjM3MGMtNjk4OC00MWNmLTgyZGEtMTQzZjBiZDc3OTc3XkEyXkFqcGc@._V1_SX300.jpg,31,5.1,"11,065",tt0219952,movie,N/A,"$10,042,516",N/A,N/A,5.1/10,23%,31/100,,,,
True,,The Little Vampire,2000,PG,27 Oct 2000,95 min,"Adventure, Comedy, Family",Uli Edel,"Angela Sommer-Bodenburg, Karey Kirkpatrick, Larry Wilson","Jonathan Lipnicki, Rollo Weeks, Richard E. Grant","A lonely American boy living in Scotland makes a new best friend, a fellow nine year-old who happens to be a vampire.",English,"Germany, Netherlands, United States",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_SX300.jpg,45,5.7,"11,866",tt0192255,movie,N/A,"$13,572,400",N/A,N/A,5.7/10,56%,45/100,,,,
False,Incorrect IMDb ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,The Yards,2000,R,27 Apr 2000,115 min,"Crime, Drama, Romance",James Gray,"James Gray, Matt Reeves","Mark Wahlberg, Joaquin Phoenix, Charlize Theron","Ex-con Leo tries to go straight, but his plans are derailed after reuniting with his old crew and a well-connected railway contractor.","English, Spanish",United States,3 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNTk4OTZlOGQtMWQ4ZS00ZWViLWJhY2QtMjkxZjUyMGEwNWE0XkEyXkFqcGc@._V1_SX300.jpg,58,6.4,"23,926",tt0138946,movie,N/A,"$889,352",N/A,N/A,6.4/10,64%,58/100,,,,
True,,Bedazzled,1967,Approved,10 Dec 1967,103 min,"Comedy, Fantasy, Romance",Stanley Donen,"Peter Cook, Dudley Moore","Peter Cook, Dudley Moore, Eleanor Bron","A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZTUxOTA4YWEtOGFjMC00ZmRjLWE0NTUtMWU3MWE5ZTM3MmQ5XkEyXkFqcGc@._V1_SX300.jpg,77,6.8,"10,106",tt0061391,movie,N/A,N/A,N/A,N/A,6.8/10,74%,77/100,,,,
True,,Bedazzled,2000,PG-13,20 Oct 2000,93 min,"Comedy, Fantasy",Harold Ramis,"Peter Cook, Dudley Moore, Larry Gelbart","Brendan Fraser, Elizabeth Hurley, Frances O'Connor","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.","English, Spanish, Russian","United States, Germany",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGU5ZmZjNDUtYzBiZS00NWVlLTgwMjAtM2M2OGFmM2M4MmRkXkEyXkFqcGc@._V1_SX300.jpg,49,6.1,"116,002",tt0230030,movie,N/A,"$37,886,980",N/A,N/A,6.1/10,50%,49/100,,,,
True,,Pay It Forward,2000,PG-13,20 Oct 2000,123 min,Drama,Mimi Leder,"Catherine Ryan Hyde, Leslie Dixon","Kevin Spacey, Haley Joel Osment, Helen Hunt",A young boy attempts to make the world a better place after his teacher gives him that chance.,English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjI3ODI5NDEwMl5BMl5BanBnXkFtZTYwNDYyMjU3._V1_SX300.jpg,40,7.2,"126,963",tt0223897,movie,N/A,"$33,519,628",N/A,N/A,7.2/10,39%,40/100,,,,
True,,Lost Souls,2000,R,13 Oct 2000,97 min,"Drama, Horror, Thriller",Janusz Kaminski,"Pierce Gardner, Betsy Stahl","Winona Ryder, Ben Chaplin, Sarah Wynter","A Catholic teacher meets an atheist journalist, whom a group of Catholics and Priests believes has been chosen by the devil to be the Antichrist.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BNTlhNTQ1ZmQtMmNlOS00YzJkLTg5YTYtYzQzN2RlYmEzNjE5XkEyXkFqcGc@._V1_SX300.jpg,16,4.8,"11,518",tt0160484,movie,N/A,"$16,815,253",N/A,N/A,4.8/10,8%,16/100,,,,
True,,The Ladies Man,2000,R,13 Oct 2000,84 min,Comedy,Reginald Hudlin,"Tim Meadows, Dennis McNicholas, Harper Steele","Tim Meadows, Karyn Parsons, Billy Dee Williams",The Saturday Night Live (1975) character gets a big screen treatment.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZjA4Y2Y0YmMtODY2NC00ZGVmLWIwMWYtOGNlYTFiYThmN2NiXkEyXkFqcGc@._V1_SX300.jpg,22,5.2,"13,973",tt0213790,movie,N/A,"$13,616,610",N/A,N/A,5.2/10,12%,22/100,,,,
True,,The Ladies Man,1961,Approved,01 Aug 1961,95 min,Comedy,Jerry Lewis,"Jerry Lewis, Bill Richmond, Mel Brooks","Jerry Lewis, Helen Traubel, Pat Stanley","A clueless, recently-single graduate unwittingly takes a job as a servant in a mansion inhabited by dozens of young women.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTUyZTk2ODItNDc4Mi00MjkyLWE1ZTUtYmU2Mzg5NzlkYmUyXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,"4,884",tt0055069,movie,N/A,N/A,N/A,N/A,6.3/10,100%,,,,,
True,,Lost Souls,2010,PG,23 Mar 2010,54 min,Documentary,Monika Navarro,"Linda Garmon, Eric Martin, Monika Navarro",N/A,"A young Latina filmmaker chronicles the emotional journey of her uncle, a U.S. military vet deported to Mexico, and uncovers the secrets of her family's past.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTc2NTI2NjUwMV5BMl5BanBnXkFtZTgwNDMyMDY0NDE@._V1_SX300.jpg,N/A,7.9,9,tt1576733,episode,,,,,7.9/10,,,11,18,tt0486531,
True,,Lost Souls,2022,N/A,07 May 2022,7 min,"Animation, Short, Fantasy",Christina Giordano,Christina Giordano,"Christina Giordano, Harry Golby",Follow a soul into the afterlife and learn how isolation and letting go of family and friends can affect us all.,English,United States,N/A,N/A,N/A,N/A,N/A,tt21193526,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Lost Souls,2022,N/A,25 Jun 2022,N/A,Horror,Joe Lujan,Joe Lujan,"Destiny Salas, Isabella Salas, David W. Bailey",Sisters Kaya and Hannah want nothing more than to speak with their mother who has passed. On one gloomy night the sisters unleash evil within their own home. Being manipulated by the evil spirits within the book. Instead of them p...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTI3ODhlZmUtMTg2MS00YTVhLTkyYjctYjI3ODM3MzRkOGM3XkEyXkFqcGdeQXVyNTM0NTA5OTE@._V1_SX300.jpg,N/A,N/A,N/A,tt19408600,movie,N/A,N/A,N/A,N/A,,,,,,,
True,,Get Carter,1971,R,18 Mar 1971,112 min,"Crime, Thriller",Mike Hodges,"Mike Hodges, Ted Lewis","Michael Caine, Ian Hendry, Britt Ekland","When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",English,United Kingdom,Nominated for 1 BAFTA Award1 nomination total,https://m.media-amazon.com/images/M/MV5BM2FlYTQwMGItOWViOC00NTQyLWIzMDktZTI0MGFhNTY0Y2VmXkEyXkFqcGc@._V1_SX300.jpg,80,7.3,"38,793",tt0067128,movie,N/A,N/A,N/A,N/A,7.3/10,85%,80/100,,,,
True,,Digimon: The Movie,2000,PG,06 Oct 2000,82 min,"Animation, Action, Adventure","Bob Buchholz, Mamoru Hosoda, Jeff Nimoy","Akiyoshi Hongo, Jeff Nimoy, Bob Buchholz","Lara Jill Miller, Joshua Seth, Bob Papenbrook","Throughout three different stories, Kari Kamiya and her friends take on explosive adventures involving digital creatures.",English,"Japan, United States",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_SX300.jpg,20,6.1,"8,295",tt0259974,movie,N/A,"$9,631,153",N/A,N/A,6.1/10,25%,20/100,,,,
